Protein	U148_set8_201216_20	U124_200805_03	UpoolS12_200827_02	U22_200807_07	U406_set6_201125_3	U367_set6_201125_13	U480_200807_01	U34_200805_08	U359_200827_04	U77_set8_201216_21	U441_set6_201125_17	U124_200827_06	U37_200807_03	U386_set6_201125_8	Upool_201125_201128211109_11	U125_200805_09	U496_200805_06	Upool_200827_swtch_10	UpoolS1_200827_08	U64_200805_07	U58_set8_201216_22	Upool_201216_201221032402_25	Upool_201216_201221064807_26	U415_200912_11	Upool_200925_12	U100_200805_04	U297_200827_03	Upool_201125_201201055914_25	U461_set8_201216_23	U126_set8_201216_24	Upool_201130_201202035550_1	U170_set4_200930_7	U253_set4_200930_201001024335_6	U221_set4_200930_3	U379_set6_201125_24	U432_set3_200925_5	U169_set4_200930_8	Upool_200925_11	U412_set3_200926_16	Upool_200921_200922042327	U424_200912_15	U253_set4_200930_4	U458_set3_200926_15	U411_set3_200925_9	U415_set3_200926_13	U448_set7_201130_2	U221_set4_200930_200930231546_5	Upool_200910_37	U437_200912_8	U468_set7_201130_3	U473_set7_201130_4	U451_set7_201130_5	U456_set4_200930_15	Upool_200930_201004231713_28	Upool_200930_201003213301_22	U314_set5_201121_15	U321_set5_201121_12	U472_set7_201130_6	U215_set4_200930_25	U318_set5_201121_8	U208_set4_200930_26	U279_set5_201121_22	U512_set4_200930_18	U470_set7_201130_7	Upool_200930_13	U264_set4_200930_23	U286_set5_201121_17	U457_set7_201130_8	U324_set5_201121_4	Upool_201121_1	U270_set5_201121_6	U505_set7_201130_9	Upool_201130_10	U471_200805_05	U455_set7_201130_11	U476_set7_201130_12	U413_200912_1	U427_200912_9	Upool_200921_1	Upool_200926_22	Upool_201121_201121180315_2	U331_set5_201121_3	U181_set4_200930_9	U302_set5_201121_7	U260_set4_200930_12	U463_set7_201130_13	U518_set7_201130_14	U506_set7_201130_15	U1_set4_200930_19	U313_set5_201121_23	U185_set4_200930_14	Upool_201121_201123053643_11	U262_set4_200930_17	U535_set4_200930_24	U281_set5_201121_18	U269_set5_201121_5	U444_set7_201130_16	U525_set7_201130_17	U485_set7_201130_18	U394_200827_23	U362_200827_26	U363_200827_24	Upool_200827e_27	U393_200827_13	U399_200827_12	U343_200827_16	U402_200827_11	Upool_200827_S1234_15	U395_200827_28	Upool_201130_201205041116_19	U404_200827_17	Upool_201121_201126002127_20	U275_200827_29	U346_set6_201125_18	UpoolS1_200805_01	U365_200827_19	U304_200827_22	U484_set7_201130_20	U290_200827_30	U377_set6_201125_23	U326_200827_20	U355_200827_18	U459_set7_201130_21	U478_set7_201130_22	U502_set7_201130_23	Upool_201130_201206012949_24	U290_set2_200925_3	U11_set1_200921_3	Upool_200910_31	Upool_200910_32	U412_200912_13	U436_200912_20	U432_200912_19	Upool_200925_1	Upool_201130_201206045851_25	Upool_200921_2	U450_200912_4	U429_200912_2	U433_200912_18	U425_200912_7	Upool_200912_6	U443_200912_5	Upool_200912_12	Upool_201216_1	U452_200912_16	U422_200912_3	Upool_200912_17	U458_200912_10	Upool_201216_201216215309_2	U108_set8_201216_3	U530_set8_201216_4	U85_set8_201216_5	U155_set4_200930_10	U177_set4_200930_11	U220_set4_200930_21	U317_set5_201121_9	U452_set3_200926_20	Upool_200929_1	Upool_200925_10	Upool_200929_200930064751_2	U5_set8_201216_7	U433_set3_200926_21	U442_set3_200926_17	U405_set3_200925_7	U384_set2_200925_4	U319_set2_200925_3	U328_set5_201121_10	U432_set3_200925_6	U209_set4_200930_20	U39_set8_201216_8	Upool_200930_201004194741_27	U436_set3_200925_8	U414_set3_200926_18	U424_set3_200926_19	U118_set8_201216_9	U62_set8_201216_11	U278_set5_201121_14	Upool_201125_1	U419_set6_201125_5	U287_set5_201121_16	U407_set6_201125_4	Upool_201125_201127093210_2	U311_set5_201121_21	U335_set6_201125_15	U329_set8_201216_10	U298_set5_201121_19	U438_set6_201125_6	Upool_201121_201127004651_26	U417_set6_201125_19	U332_set6_201125_16	U280_set5_201121_13	Upool_201125_201130085139_20	U388_set6_201125_10	U75_set8_201216_11	U353_set6_201125_9	U296_set5_201121_24	U381_set6_201125_7	U347_set6_201125_14	U139_set8_201216_12	U69_set8_201216_13	U527_set8_201216_14	U494_set8_201216_15	UpoolS1_200807_08	U351_set6_201125_22	U146_200807_06	U11_200805_02	UpoolS1_200805_10	UpoolS12_200827_01	U275_set2_200925_2	U70_200805_13	U14_200807_04	Upool_200827_swtch_07	U493_200807_02	U428_set6_201125_21	U383_set6_201125_12	nFragment	nPeptide
Q02985	162495	146224	145025	163513	139032	186311	148059	132932	149535	149423	195055	146097	154571	147768	161308	151461	155531	124700	151626	179325	176287	139560	146467	142668	184905	154415	157907	118689	125833	147686	135336	181222	257883	240452	153356	211464	166305	118152	157601	144851	129069	175627	159047	136809	160744	166913	147672	165842	143595	151331	133151	38925.2	141166	153015	44027.9	169602	184524	155588	214270	129662	174702	67230.1	22899.5	127750	69859.4	193570	174170	162869	435564	414588	149918	271887	308986	122642	345668	121836	104904	82112.5	128282	117808	210299	215840	143082	109420	127009	129521	183152	192105	120371	94798.1	120085	171001	135572	189480	237955	129471	258348	160895	177451	248857	159490	97561.6	84008.8	133480	293303	190450	171255	109488	22099	101803	118322	269984	107686	95584.9	214607	184438	306119	249374	111814	216726	132998	146879	84723.7	207307	167495	203836	153756	217707	138370	178955	152553	90822	88530.8	79953.5	32144.4	168460	167269	147867	234245	213485	230948	150262	208908	137636	33619.7	85664.8	145114	143192	140609	166096	127611	108501	201785	201754	116703	192811	235159	175161	123838	37281.8	209243	214422	217422	202065	221529	217896	263194	224448	208877	157123	105003	56976.2	142360	98001.6	194216	178786	203339	148862	169227	142339	50569.6	130355	143083	213043	221094	205972	128199	145208	218568	158835	138305	185384	126494	171010	182221	161581	168457	136343	177324	114962	194580	156859	160016	174810	179047	178931	112452	112701	189773	117480	147144	162162	146148	136007	161326	9	2
Q03591	327373	336545	425115	512258	262367	494384	410034	252395	470889	295851	508424	277838	435781	437739	478845	344456	347705	307310	497696	364161	324793	328748	335305	459840	247066	288637	436150	465239	398295	388605	449035	341458	396828	394600	486862	425865	260632	280242	423271	317692	393374	291773	451649	326002	498507	448087	371494	356493	286991	303683	601085	521500	166267	210688	385257	355455	516414	181421	189287	536969	273474	222861	377334	259584	193403	457301	310164	256461	204279	454926	438938	416953	453239	266261	458379	395930	316446	204320	234106	310628	554338	542818	421051	442526	479153	323798	328724	312609	530994	297814	319657	515000	471974	429701	335851	379378	300343	328054	337145	463195	268996	421943	276693	551834	370770	492745	584740	390163	221258	386128	486236	407332	216283	232539	456481	392419	395152	379012	458300	265887	371177	321056	411575	403522	262153	270120	473036	510284	427268	392956	402428	344590	300503	378932	259815	493462	455316	387554	333000	421582	600478	452564	393431	308646	248087	408170	485239	337877	361094	363821	278569	280622	565888	475464	459545	321396	423825	299901	362382	506270	286992	416324	491788	442544	357384	158419	319657	537167	388162	339636	425135	516367	399169	261428	344542	341796	471748	398421	297927	290614	488569	246856	528706	361012	338431	550686	440083	228501	397167	344797	348040	537881	422874	331058	520705	428187	184766	414386	352323	349374	271252	270807	353105	591274	471227	485983	293927	293992	392936	357369	431115	477772	382675	369913	400379	48	10
Q04756	76548.1	78622.5	108385	51882	80211	90778	74971.1	112847	91163	85434.2	110054	67684.6	75903.5	120540	49484.5	64239.1	123446	61394.6	72590.8	94156.9	86547.4	74688.4	72486.1	86962.3	61163.8	82450.7	119473	78482.6	80808.8	84602.5	81510.8	121078	84855.8	70078.7	85154.3	79516.1	86413.9	59519.5	68249.3	31075.6	116586	56121.7	101958	101663	97701.5	97601.2	62038.3	45424.3	20034	78634.8	91284.8	95620.2	76929	83948	51565.6	91230.8	140451	91430.6	92838.3	86592	79007.4	44562.9	97574.5	90332.3	78416.3	64155.3	78606.6	73517.4	68305.4	65325	55391.8	84563.3	68747.9	54236.6	68462.1	97136	34869.2	17228.3	106778	78070.4	76224.3	74945.4	81259.8	84009.8	69755.6	82301.3	89403.1	83644.4	111279	56848.7	128152	49450.6	91041.2	103091	75196.8	77027	88069.3	89494.2	90747.9	93917.7	72687	84756	70250.7	68079.2	71076.8	79366.8	60194.7	109484	107443	88477.4	143757	90588.5	60497.1	140278	92738.5	60395.6	60731.4	94982.9	43133	58374.7	87761	145757	86910.5	93526	87753.7	88989.3	54161.8	91985.5	72456.1	114826	95531.1	91448.8	140570	67903	82331.2	36484.9	59242.5	118940	83356.4	81507.2	144467	60688.1	81870.5	85674.3	94887.1	63003	109648	66086.8	83837.5	84581	85760.5	81359.4	95307.8	113359	49955.5	82349	95913.4	70055.8	53003.3	163359	76135.1	90778.1	75548.9	99244.4	81828.4	102679	111469	65677.6	90913.1	84283.1	81687.2	84256.5	63704.1	102897	83275.4	84237.4	88073.8	153260	43357.3	113190	51499.4	96379.2	81933.7	62708	79691.3	111467	95606.8	107645	92750.9	94814.5	71365.1	117614	84224.5	75905.9	116209	54868.1	93119.3	97656.5	71895.6	79612	82195.7	74066	105179	86782.8	49050.1	141954	104653	73283.4	60102.8	88473.7	126643	66903.2	92626.8	20130.1	114293	47	10
Q06033	404853	395831	436634	283354	194584	554157	361603	433724	796191	422536	212285	319425	265664	606357	325157	292013	315114	512218	429947	269796	450094	416620	410375	449704	215467	444014	500626	374642	390664	413931	369000	333620	251035	360026	367737	418044	346846	484467	282745	853972	371024	292362	625106	167764	445972	432355	310539	295267	83032.8	410884	383597	443844	456429	401944	229407	109192	636286	513404	492624	425420	676008	205948	261558	473643	276221	394325	407325	433448	324043	236863	293342	456710	461256	471529	490320	441523	299358	68197.9	298878	274944	316919	313357	406639	446612	337714	400736	522515	471745	353569	238605	415658	475266	188388	347103	503909	422260	476861	555854	608225	277303	193633	294566	187150	588181	447554	443867	413056	364344	241972	425477	559006	286504	261604	450019	396115	571174	555904	392103	243014	202884	470342	303806	379524	461207	480552	518388	208265	600910	418971	437097	475441	265288	370918	144206	460747	328303	280583	583027	402449	343645	446889	242937	370159	416329	360022	348236	351311	221361	420438	446078	409780	421934	600993	269222	304483	270227	447893	233761	570212	476189	400418	523627	255130	334170	282163	421203	452345	508030	236159	404504	314815	456397	195511	776295	424300	446365	346590	424292	201491	191664	635362	466149	292237	477962	376522	523272	437014	363681	336725	489575	244160	617354	403472	403014	621023	176288	300320	304466	399102	435660	330574	341616	534591	208528	295420	304387	280540	220850	282107	415827	592312	517881	159292	280666	533867	46	10
Q08380	144744	80655.1	136410	204770	206062	78926.8	140974	109478	157301	147518	106357	95602	96243.7	121250	102763	98510.6	143043	77913.4	266470	118565	129115	139228	141526	122267	158511	72673.1	140375	134948	125691	133704	135733	111198	147903	103331	122382	237202	131135	164005	104260	149459	99563.7	605262	117982	93105.6	99188.2	122846	37452.6	132169	126333	137333	128615	131737	114524	114511	106809	83514.5	214679	137295	191465	69079.6	144216	106142	103097	153365	56710.6	73623.5	182207	121993	186765	101062	61527.5	115122	96212.8	58685.6	95284	130378	159599	116164	299488	83965.3	152327	154760	90973.7	113698	85629.1	134987	134262	120490	130011	99252.2	73591.9	96701	241226	80999	158232	155278	115347	133649	128342	105231	117061	89250	129959	188224	63272.3	211365	371756	93711.9	146161	153703	185521	76083.8	87962.1	72256.8	128015	86792.4	175154	118852	196561	78214.2	183412	98956.1	150324	112977	131882	132984	96101.4	249732	88312.3	103220	75892.1	94331.9	98930.1	244076	142769	102201	78630	131077	121655	157001	147682	98109.5	136937	136996	106218	141212	178100	97543	139568	138997	105728	106870	343612	83196.7	205271	88546	386220	93963	113574	78699.8	120148	119989	127850	124670	183699	91227.3	61763.8	170262	98526.6	130248	137829	118568	248429	103722	120773	128996	263952	91072.5	138168	141870	101375	72627.9	177788	100476	142924	117124	152046	162872	56274.4	120176	64376.7	153542	84326.4	137785	169745	235142	116645	97769.2	117159	132637	141651	126388	126766	136887	170395	72383.9	70050.9	93383.4	151371	219806	120331	92442.8	217584	131464	124853	45	10
Q12805	17718.4	18486	30995.9	19789.8	19485	23374.2	16145.6	9762.53	50308.4	23601.5	15719.2	20164	16519	19368.1	22237.4	19543.2	14360.6	20540.3	36076.7	27811.3	21760.1	24308.6	17532.9	19912.9	13093.3	18828.5	26515.1	22419.5	20973.7	19573.4	22265.2	15201.2	15794.6	25390.7	22398.9	21930.6	31735.8	23169	17773.5	15329.6	18123.8	12072.8	34507.5	16561.1	36774.7	20645.9	10468.2	41995.3	8213.32	22439.7	20733.8	21299	19638.2	28537	11561.1	17776.5	17113.3	8652.55	32655.7	24639.7	13440.1	4043.45	13189.4	9051.34	8576.87	20158.3	8950.45	4043.45	11071.1	20666.3	4156.91	16665.7	15843.7	12369.2	15296.3	20344	37107.9	6068.23	24699	23401	24720.5	24556.5	19030.1	17025.3	15950.7	19483.5	21152.8	23652.8	32066.1	7434.87	19632.5	17725	18763	23771	26616.6	28517.8	21228	25167.8	27545.3	22557.1	15423.5	21909.4	15093.6	22448.6	32810.4	23466.8	18712.7	21598	20413.5	19551.4	10219.7	14040.3	23468.8	19595.8	23354.4	18010.8	30447.1	24879.2	18104.2	22139.6	21182.8	24044.4	20939.2	19247	21256.8	24200.8	15570.6	28310.7	20436.7	23886.1	25283.4	21942.2	17604.4	15878.3	19805.2	18019.5	15695.3	24191.5	18775.1	26973.2	25708.5	23763.8	22575.9	20494.4	14829.8	19287.9	23078.4	36317.4	18546.4	17451	21076.9	20945.9	39086.5	17635.9	20672.9	14335.6	28522.2	18008.8	17967.9	29598.2	20905.7	28442.3	14763.6	19226.8	10492.7	19204.4	24449.1	20044.8	18986.5	22325.8	27350.4	23932.9	26482.8	18922.7	19800.2	25827.3	21388.2	13082	16272.8	20603.8	26596.5	10382.4	17192.4	24374.6	23683.6	34027.2	38708.5	14640	19428.6	15391.8	20184.9	23894.1	19626.4	22774.7	21210.3	19160.9	21787.5	19432.6	22542.5	21504.4	19405.1	21154.5	20672.8	27577	15638.2	23206.1	18727.1	27409.7	19443.4	23070.2	24494	26259.2	13353.8	19434.5	31666.1	15	3
Q13103	363.8	1896	363.8	363.8	3067.39	3051.26	1912.36	363.8	2482.3	2658.26	1561.34	1875.9	363.8	3533.32	5309.74	3694.83	2100.97	363.8	2162.62	2041.36	3864.39	2563.05	1775.31	1782.23	2710.53	6208.17	4751.26	2149.93	2305.01	4842.31	4381.98	4523.43	2247.2	3747.38	4030.74	4994.13	846.525	5872.02	2430.88	9129.8	4808.11	363.8	4192.5	3717.54	7394	3117.32	1185.44	3213.2	363.8	1967.2	2751.63	2289.03	6168.76	363.8	1846.64	4580.46	3681.66	4262.81	1702.6	363.8	1428.98	2640.84	1549.94	2648.01	10422	3830.21	993.22	6168.31	3824.77	363.8	376.455	9703.42	2399.95	6048.85	2616.02	3696.93	363.8	363.8	3954.42	1950.24	3097.01	3068.32	5399.99	4857.6	1771.15	6476.79	5751.41	6970.33	3892.31	1967.77	3797.77	1048.77	4618.21	5240.08	3250.88	5768.12	5333.32	5075.6	4395.57	3300.88	7388.46	4195.06	6209.26	4825.75	3100.86	2407.38	5537.76	2579.06	3289.57	4522.26	8612.56	3866.39	6116.02	4419.61	4333.31	7084.55	2777.81	3204.65	2316.03	4380.48	5748.94	3964.54	5414.22	4684.25	5099.75	4032.2	3093.86	5220.87	7532.72	5490.09	5224.05	2803.31	5247.96	5243.86	4274.86	5256.44	4767.55	5064.88	4774	3641.38	3226.97	5350.99	1203.39	4779.94	3806.81	7683.46	5087.48	1679.81	5609.34	4666.51	7199.02	6062.25	3262.94	3348.41	5753.51	879.045	4507.71	3751.29	3629.38	5222.35	5427.25	6328.46	3931.83	2922.8	3455.84	5536.95	8007.28	4965.24	7414.3	4153.83	2075.72	3424.69	363.8	10621.4	4210.27	4945.12	1897.69	4844.79	5481.12	3771.23	4392.31	7608.21	1241.2	2807.22	5444.26	5311.7	3315.67	3426.1	4364.18	4524.78	3334.74	5196.75	6180.24	5309.21	5760.85	1925.14	2488.12	4202.6	4985.26	4363.69	4434.22	5329.25	4858.19	1835.37	1909.13	5780.66	6577.76	6065.44	5204.97	2411.72	6785.09	4681.3	5544.86	1523.9	3952.29	6	2
Q13201	5151.5	8927.85	4863.23	7041.9	5441.44	6064.72	8506.6	8305.9	4789.5	6731.76	5537.99	5266.55	11794.8	7328.13	4282.92	1016.16	5761.96	4576.88	6024.05	6667.24	6156.59	6211.72	5882.07	5958.49	1016.16	9635.31	5964.79	5615.13	5083.07	6073.67	6193.54	8376.53	6368.92	9020.02	6631.81	2390.02	6808.26	4215.22	9000.95	12922.7	6301.29	7845.47	4859.03	6380.59	4748.99	5173.29	1016.16	1016.16	1016.16	5436.48	8287.01	7595.05	5772.56	5697.09	5736.19	5803.34	7243.55	6581.5	6929.5	6328.82	3524.59	1016.16	1016.16	5164.07	1016.16	6261.09	1016.16	7151.07	5065.09	4164.23	1016.16	6334.51	7098.59	8091.68	7762.13	4751.32	1016.16	3714.64	6607.5	7926.37	2487.7	2470.68	5261.49	6656.25	10076.8	5860.57	7738.57	6755.34	3005.4	5269.45	7523.96	6615.66	7003.57	8863.41	8230.35	4968.33	6872.89	7157.16	4604.53	6566.24	1016.16	6087.49	5924.09	5693.11	8051.77	4587.25	4798.39	13903.5	7374.34	5214.74	5181.07	5979.09	9639.75	5262.88	4919.55	9478.53	6830.76	6000.1	5556.68	6131.52	3685.82	7473.84	5498.33	7946.62	7084.48	6597.28	4966.13	4457.5	7495.91	8068.81	5297.58	4906.27	7397.35	8004.23	6165.7	5445.86	5926.73	6993.08	9670.41	6258.12	5908.91	5711.02	4814.55	5669.12	6869.42	6225.08	7443.18	1016.16	5729.83	6197.27	6378.24	6408.74	1016.16	7178.86	6117.6	4497.68	7338.69	5379.55	5187.85	8604.2	5900.27	6173.7	8453.17	7968.52	5037.38	4864.31	6088.2	8381.06	3060.39	7091.05	5935.84	6996.76	7063.34	5050.93	7265.43	7612.87	5669.33	4128.61	8130.85	6028.66	6833.73	6187.23	6409.1	3284.67	6320.39	8062.12	6580.94	7832.32	8277.34	4119.67	8563.32	4794.99	7628.27	6484.5	8630.88	4289.99	5971.57	5136.8	7331.78	6851.96	6776.47	7275.77	7009.1	7945.06	5967.91	4855.96	5826.52	6268.41	3251.25	6936.13	5423.07	4592.95	9155.97	7433.22	5233.97	4	1
Q13790	21687.8	20808.9	28874.9	14081.2	19866	13031.5	21146.5	24432	24739.5	21735.5	12740.7	27146.1	21558.6	24350.9	37394.2	18237.7	17680.5	28477.6	15011.9	9033.56	19410.6	20644	20541.5	23217.9	4909.57	21884.3	26707.8	22587.7	22049.3	24109.2	22525	17353.9	15215.8	23366	23941.9	16668.7	16425.1	22543	12214.8	37770.4	14497.8	11759.5	25641.7	18832.7	15402.1	24074.1	20800.4	6899.53	24124.3	11713.9	13651.2	14166.2	19651.9	12577.5	20398.6	21299.8	20933.4	33650	32223.1	31569.2	20135	2092.41	2303.93	9766.13	13985.6	9140.54	11685.7	4955.79	11563.9	5076.73	2092.41	22188.8	21927.2	15743.7	20397.6	28000.5	15697.5	24862.1	10693.8	23107.9	17600.4	17341.6	22902.9	26040.6	20665.4	27241.9	29994.8	25718.6	21920	10429.7	24940.2	13218.6	17787.3	21360.5	21323.3	24404.5	22009.8	15843.8	15283.7	27305.3	22501.2	26920.5	25607.6	20054.3	21722.6	9817.96	19488.5	22771.1	25881.6	16897.7	25233.7	19213.4	27998.6	23468.9	17095.8	22613.8	15245.8	14839.6	12239.4	23031.6	32636.7	33625.6	19051.2	13037.6	16405.5	17080.5	30840.6	16758.7	20590.9	22463.6	26176.1	21966.2	14880.1	12848.5	16502.4	29559.2	22636.8	24023.5	16926.4	23968.8	21814.6	24024.7	24785.2	18844.3	19042	11210.7	14821.9	29490.7	20627.6	20884	20613.1	19234.6	17162.9	23932.3	20505.1	18565.8	14072.9	20252.9	24650.9	36116.6	18251.7	22047.7	15484.2	21007.2	8119.58	29525.2	29035.1	21115.8	27168	17513.9	14055.9	26232.6	9818.08	39979.1	17188.5	19758.4	12673.5	34613.5	11758.5	30872.1	19056.5	24265.2	14466.7	16043	17393	27649.3	24034.4	18939.4	18041	28809.7	21984.1	29482.6	19206.7	16616.8	26533.8	14830.6	21951.5	16523.8	18776.6	18336.6	13990.9	14339	28291.5	25899.3	21433.1	20928.1	17353.5	21400.7	18721.4	18959.7	32967.4	23633.7	24215.1	18636.9	16933.4	10	2
Q14520	120920	135565	145116	158519	151142	134475	132793	136182	103864	129640	160455	126295	147071	143085	148115	164562	159912	119166	117798	148065	134874	143581	137651	113105	106406	144921	157594	148605	136614	129652	139306	130681	154535	122812	133797	136323	132012	122168	133816	111262	158107	191549	179595	153250	148591	128597	128336	130152	110130	150038	129189	149019	99057.2	122714	168561	178080	174405	127218	128680	136047	220858	73299.8	106954	124231	137505	210497	140170	113507	174438	185186	124112	128847	125447	89422.8	119643	126351	109029	105517	145406	113476	160899	156531	165510	200065	124004	106277	122424	129624	136915	55032.2	140706	196959	202129	155794	129207	131698	124631	156784	149845	147858	118169	149559	125300	181111	103527	176284	148224	116942	172808	157224	115225	182212	112267	94633.4	157615	125679	131455	128428	235964	134884	122766	143346	138428	144993	142456	137723	150238	153322	136183	101259	121794	123232	165496	185824	121514	146530	156895	126701	154133	123172	128690	150253	152949	127007	153322	162488	137285	140862	128769	123823	148021	153014	111292	138528	136282	137953	155286	153130	113570	133446	139074	136405	136975	138478	136627	125743	142238	143632	124948	140379	181460	121323	172523	145101	133929	127431	134897	160483	180996	140801	134180	104586	125949	130315	134351	142246	144097	146734	131392	155748	128157	158040	147402	140340	100537	167627	132247	144468	133268	133713	138026	133747	122032	177707	168825	56964	120973	117987	171854	141588	150886	140312	146965	153241	154134	22	5
Q14624	2.49754e+006	2.32728e+006	901258	2.26605e+006	2.1194e+006	2.61978e+006	2.28651e+006	2.51331e+006	3.10783e+006	2.41357e+006	1.73871e+006	2.29633e+006	1.93158e+006	2.6998e+006	2.37938e+006	2.34111e+006	1.92952e+006	2.56445e+006	2.24177e+006	2.01537e+006	2.37631e+006	2.49031e+006	2.46885e+006	3.25761e+006	2.05971e+006	2.63821e+006	1.00856e+006	2.39677e+006	2.54028e+006	2.49124e+006	2.35741e+006	2.0109e+006	2.44968e+006	2.52592e+006	2.27378e+006	2.17362e+006	1.9275e+006	3.1617e+006	2.7019e+006	2.62251e+006	2.23522e+006	2.4306e+006	3.03515e+006	1.85237e+006	2.40202e+006	2.58181e+006	2.07559e+006	1.80645e+006	1.51625e+006	2.36578e+006	2.31489e+006	2.62977e+006	1.98892e+006	2.3539e+006	2.72485e+006	2.47384e+006	2.04379e+006	2.43291e+006	2.72477e+006	2.39477e+006	3.46681e+006	1.70533e+006	1.6782e+006	2.39409e+006	2.10754e+006	2.43475e+006	1.8766e+006	2.29199e+006	2.10552e+006	2.46493e+006	2.53035e+006	2.63146e+006	2.4623e+006	2.55663e+006	2.51172e+006	2.83515e+006	1.93279e+006	1.39683e+006	2.00351e+006	2.28372e+006	2.16537e+006	2.13063e+006	2.22203e+006	2.99311e+006	2.59816e+006	2.61413e+006	2.70934e+006	2.56608e+006	1.87546e+006	1.78118e+006	2.41551e+006	2.90053e+006	1.97535e+006	2.06679e+006	2.30243e+006	2.08285e+006	2.6863e+006	2.53877e+006	2.5289e+006	2.19331e+006	1.80011e+006	2.15216e+006	1.67077e+006	2.92098e+006	2.49964e+006	2.52736e+006	2.51111e+006	2.29015e+006	2.31994e+006	2.15002e+006	2.69816e+006	2.2579e+006	2.2051e+006	2.22295e+006	2.01419e+006	2.1816e+006	2.10821e+006	1.90631e+006	2.86083e+006	1.60667e+006	2.43943e+006	2.17939e+006	2.23014e+006	2.78438e+006	2.33969e+006	2.29255e+006	3.14554e+006	2.46711e+006	2.25947e+006	1.78987e+006	1.98684e+006	1.89502e+006	2.41699e+006	2.65229e+006	2.08462e+006	2.41465e+006	2.73725e+006	2.35763e+006	2.11746e+006	2.22157e+006	2.17254e+006	2.27712e+006	2.24962e+006	2.28112e+006	2.31579e+006	2.604e+006	2.20301e+006	1.69492e+006	2.33766e+006	2.39525e+006	2.54496e+006	2.48039e+006	1.97803e+006	2.07224e+006	2.31464e+006	1.90268e+006	2.33547e+006	2.02722e+006	2.49383e+006	2.99573e+006	2.25103e+006	2.55805e+006	2.10133e+006	2.08673e+006	2.02431e+006	2.44482e+006	2.04085e+006	2.49475e+006	2.20062e+006	1.8708e+006	2.1285e+006	2.74483e+006	1.77065e+006	2.54843e+006	2.36225e+006	2.3253e+006	2.18701e+006	2.73553e+006	2.30316e+006	1.76372e+006	2.68397e+006	2.28316e+006	1.87937e+006	2.2076e+006	2.30868e+006	2.27778e+006	2.04051e+006	2.39586e+006	2.28634e+006	2.60984e+006	1.92969e+006	2.6191e+006	2.58367e+006	2.33644e+006	2.89968e+006	2.14148e+006	1.88274e+006	1.94478e+006	2.26625e+006	2.26244e+006	2.20275e+006	2.25957e+006	2.34476e+006	2.14903e+006	2.77043e+006	2.17097e+006	2.14699e+006	1.8709e+006	2.43843e+006	2.33903e+006	2.76935e+006	2.25562e+006	2.16895e+006	2.07572e+006	2.35214e+006	48	10
Q15166	2405.37	6163.36	2632.21	1949.27	3534.7	1741.52	2788.7	6037.87	1063.81	3174.03	3590.2	2976.6	2135.02	2568.4	5330.02	3667.69	2743.58	4980.11	1224.78	2069.25	3274.39	2470.77	3446.54	3494.96	2637.07	6098.07	1462.76	2910.77	2872.99	2078.53	3022.68	1919.68	1.41	3755.46	3158.81	1.41	1806.99	4778.17	1839.75	3230.99	1.41	592.18	4451.81	4808.8	1.41	1.41	1.41	1.41	3347.42	3322.75	1938.45	2178.23	1419.93	1.41	1.41	3477.75	1380.47	1313.19	1.41	1977.79	3453.76	1.41	4.415	2028.19	2720.22	1277.64	2.395	3.925	2125.43	2.445	4.545	3199.83	3360.77	7226.39	3654.62	2623.25	1.41	1585.07	1357.92	2582.82	1894.38	1877.57	3792.08	5115.28	1525.55	2792.3	3320.59	3266.31	2723.13	1.41	5299.01	1594.67	1918.42	4373.94	2918.68	2040.99	4505.84	3172.01	3416.42	3587.95	3747.47	3255.07	3892.59	2038.81	4801.61	846.82	1920.67	3850.5	3625.42	2370.72	1541.09	2460.2	3121.94	4378.73	2559.36	2903.98	1379.12	4405.71	1479.81	3971.75	3028.33	4024.18	1948.26	3160.65	3223.9	3402.56	2048.28	1988.26	3412.69	2617.17	2484.04	3219.69	3707.74	1091.95	2534.06	3682.35	3367.9	3542.06	1066.27	1.41	3016.12	6659.62	2927.34	2554.16	2254.5	4384.75	1630.25	3321.02	2525.65	2765.24	3259.49	3454.24	1284.05	2675.62	1.41	2514.71	1601.11	3204.4	2769.54	8616.99	1892.22	3353.54	2293.76	3389.26	1.41	3628.51	5478.34	1732.02	3193.25	2173.76	1.41	2745.16	2.87	3475.74	2472.82	3389.2	1351.62	3807.34	2445.81	3951.04	2319.08	6152.76	1530.01	2466.1	3155.17	2525.89	4285.61	1.41	1785.55	4656.84	3285.93	3744.58	2374.42	3243.9	2358.03	2012.62	2500.06	3293.94	2678.33	3213.99	2170.63	2466.43	3211.14	3983.51	2004.56	4620.72	2841.16	3331.87	2216.74	3420.37	6289.68	3860.29	1684.86	1748.72	2686.7	3	1
