Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
P01008	21.38112625	21.57737719	21.44339787	21.36394383	21.27339951	21.17591436	21.05378141	21.62429615	21.22835251	21.42285525	21.20343464	21.55790537	21.52026474	20.77996056	21.64720368	21.20343464	21.20343464	21.64720368	22.17752721	21.79718377	20.51932527	21.14785952	21.29366304	21.20343464	21.09705093	21.69216553	21.32035105	21.42285525	21.00912606	21.62429615	21.86451792	21.09705093	21.48302306	21.55790537	21.62429615	21.07557838	21.84026967	20.91334306	21.14785952	22.05406272	21.42285525	22.05406272	20.4698286	20.82683086	21.55790537	21.42285525	21.27339951	22.34729236	21.20343464	20.82683086	20.60646576	21.38112625	21.48302306	21.29366304	21.20343464	21.48302306	21.40214188	21.44339787	20.51932527	22.30128295	21.14785952	21.25284731	21.32035105	21.38112625	21.79718377	21.52026474	21.29366304	21.79718377	21.62429615	20.98493296	21.46365208	21.64720368	21.48302306	21.69216553	21.09705093	21.88836534	21.77516657	21.27339951	20.77996056	21.27339951	20.98493296	21.9411877	21.42285525	20.38472368	21.77516657	21.57737719	22.02367721	21.52026474	21.17591436	20.30128965	20.34291888	21.75280774	21.48302306	20.73985064	21.09705093	21.53816714	21.14785952	20.69473025	21.50213691	21.57737719	21.17591436	21.53816714	21.7142342	20.77996056	21.32035105	21.38112625	21.25284731	21.7142342	21.7142342	21.69216553	21.09705093	21.77516657	21.36394383	21.86451792	21.36394383	21.91501826	21.91501826	21.57737719	21.7142342	21.81888756	21.44339787	21.44339787	22.3244712	21.53816714	21.38112625	21.9411877	21.57737719	21.22835251	21.46365208	21.96714216	21.22835251	21.14785952	21.07557838	21.20343464	21.66975359	21.75280774	21.52026474	21.20343464	21.79718377	21.73365009	21.12267889	21.32035105	21.27339951	21.75280774	21.17591436	20.30128965	21.29366304	21.27339951	21.25284731	21.64720368	21.34655377
P01009	22.4938811	22.74373591	23.03671962	22.05406272	22.89817641	22.71150356	22.56753186	22.93394471	22.65290623	22.02367721	22.89817641	22.5944515	21.84026967	22.27374951	22.56753186	22.05406272	22.30128295	22.68250238	22.54010036	22.74373591	21.73365009	22.20385399	22.96884764	22.36920887	22.54010036	23.20865797	22.27374951	22.71150356	22.0784108	23.08885939	23.63116329	22.5944515	22.62397479	22.36920887	23.08885939	23.03671962	22.44433551	22.56753186	23.00318264	23.5890045	22.83474397	23.06302504	22.83474397	22.22491875	22.56753186	22.51717581	22.89817641	23.63116329	22.96884764	22.93394471	22.56753186	22.24568036	22.62397479	22.41781467	22.20385399	22.5944515	22.34729236	23.00318264	22.68250238	23.49578087	22.39079741	22.0784108	22.54010036	22.12673535	23.17986172	22.36920887	22.3244712	22.44433551	22.30128295	22.56753186	22.96884764	22.56753186	22.74373591	23.20865797	22.51717581	22.54010036	22.93394471	22.83474397	22.65290623	22.68250238	23.15047897	23.40384928	22.17752721	21.00912606	22.65290623	22.56753186	22.74373591	22.93394471	22.74373591	20.65218326	21.88836534	22.80531052	23.15047897	23.03671962	22.77526385	22.93394471	21.99263793	21.75280774	23.24501949	22.96884764	22.30128295	22.80531052	22.62397479	22.05406272	22.62397479	22.3244712	22.34729236	21.9411877	22.86680878	23.00318264	22.5944515	22.65290623	22.15071075	22.80531052	22.80531052	22.77526385	22.68250238	22.4938811	22.83474397	23.00318264	22.65290623	22.96884764	23.15047897	22.68250238	22.71150356	22.86680878	23.03671962	22.80531052	22.51717581	23.11999814	23.06302504	23.03671962	22.30128295	22.96884764	23.08885939	22.80531052	22.68250238	22.30128295	22.68250238	23.11999814	22.86680878	23.15047897	22.34729236	22.86680878	22.4938811	21.99263793	22.51717581	22.51717581	22.51717581	22.71150356	23.17986172
P01011	23.36233234	23.40384928	23.54557645	23.54557645	23.63116329	23.32199001	23.28048704	23.44420494	23.63116329	23.80426822	23.54557645	23.5890045	23.75093776	23.36233234	23.06302504	23.40384928	23.92186173	23.49578087	23.98512438	23.92186173	23.54557645	23.32199001	23.06302504	23.44420494	23.75093776	23.08885939	23.20865797	23.63116329	23.44420494	23.49578087	23.03671962	23.15047897	22.86680878	23.69229315	23.20865797	23.36233234	23.36233234	24.41367331	22.71150356	22.89817641	23.69229315	23.36233234	23.20865797	23.06302504	23.11999814	23.63116329	23.03671962	23.24501949	23.63116329	23.54557645	23.32199001	23.24501949	23.40384928	23.69229315	23.5890045	24.28105232	23.32199001	23.36233234	23.5890045	23.08885939	23.44420494	24.04879757	23.92186173	23.63116329	24.23990825	23.44420494	23.40384928	23.03671962	24.04879757	23.17986172	23.92186173	23.49578087	23.44420494	23.80426822	23.06302504	23.80426822	23.36233234	23.49578087	23.75093776	23.36233234	23.00318264	23.17986172	23.63116329	24.23990825	23.5890045	23.20865797	24.28105232	22.83474397	23.24501949	23.85569735	23.36233234	23.5890045	23.63116329	23.03671962	23.15047897	23.5890045	23.80426822	24.23990825	22.80531052	23.40384928	23.40384928	23.49578087	23.40384928	23.98512438	22.74373591	22.96884764	23.54557645	23.44420494	23.63116329	23.11999814	23.32199001	23.44420494	23.63116329	23.5890045	23.54557645	23.32199001	24.17631029	23.5890045	23.40384928	23.44420494	23.44420494	23.63116329	23.36233234	23.5890045	23.44420494	23.36233234	23.28048704	23.5890045	23.44420494	23.63116329	23.40384928	23.49578087	23.28048704	23.44420494	23.44420494	23.5890045	23.54557645	23.49578087	23.54557645	23.63116329	23.54557645	23.44420494	23.5890045	23.32199001	23.5890045	23.69229315	23.54557645	23.32199001	23.63116329	23.63116329	23.54557645
P01019	20.93702677	22.10235476	21.69216553	21.88836534	21.66975359	21.27339951	21.75280774	21.62429615	21.60102762	21.25284731	22.27374951	21.44339787	21.17591436	20.4698286	21.75280774	20.93702677	21.46365208	21.48302306	21.42285525	21.60102762	20.73985064	21.75280774	22.83474397	21.42285525	21.7142342	21.53816714	21.60102762	21.42285525	21.20343464	21.50213691	22.83474397	21.38112625	21.34655377	21.46365208	20.71746641	21.77516657	22.02367721	23.24501949	22.89817641	21.79718377	21.53816714	21.52026474	21.12267889	21.40214188	21.05378141	21.64720368	21.57737719	21.81888756	21.50213691	21.40214188	21.05378141	21.09705093	21.0316265	21.75280774	21.05378141	21.48302306	20.73985064	21.27339951	21.0316265	20.88937622	21.29366304	21.44339787	20.69473025	21.75280774	21.20343464	21.42285525	21.42285525	20.91334306	21.55790537	20.98493296	21.66975359	21.73365009	21.48302306	21.46365208	21.34655377	21.64720368	21.57737719	21.62429615	21.66975359	21.17591436	21.79718377	20.96032724	21.25284731	21.44339787	21.62429615	21.77516657	21.84026967	21.64720368	21.7142342	20.86500448	21.88836534	20.84604354	21.32035105	23.5890045	21.64720368	21.53816714	20.82683086	21.09705093	22.4938811	20.73985064	21.17591436	21.62429615	20.60646576	21.29366304	21.32035105	22.05406272	21.40214188	20.69473025	21.46365208	21.88836534	23.03671962	21.69216553	21.64720368	21.7142342	21.46365208	21.91501826	21.34655377	21.36394383	21.7142342	21.88836534	21.44339787	21.7142342	22.3244712	21.75280774	21.55790537	21.84026967	21.44339787	21.22835251	21.27339951	21.77516657	21.53816714	21.84026967	22.10235476	21.46365208	21.46365208	21.75280774	21.79718377	21.62429615	21.79718377	21.86451792	21.79718377	21.38112625	21.12267889	21.99263793	21.7142342	21.09705093	21.64720368	21.40214188	21.55790537	21.64720368	21.40214188
P01023	24.90174157	25.3685334	24.80229503	25.61795799	24.99477298	24.73766202	24.80229503	24.90174157	24.80229503	24.99477298	24.73766202	24.80229503	25.61795799	24.36810749	23.75093776	23.75093776	24.99477298	24.53967906	25.23331653	24.99477298	25.23331653	24.23990825	25.23331653	24.17631029	24.41367331	24.41367331	24.73766202	24.47805142	25.49215594	25.23331653	25.11896942	23.69229315	24.17631029	24.99477298	24.80229503	25.23331653	25.49215594	25.49215594	25.23331653	26.12020142	24.99477298	24.99477298	23.85569735	23.85569735	24.28105232	25.23331653	24.66999709	24.99477298	24.90174157	24.80229503	25.84913387	24.60630902	24.80229503	25.23331653	24.73766202	24.80229503	24.28105232	25.49215594	24.47805142	25.23331653	24.60630902	24.53967906	24.99477298	24.47805142	25.49215594	25.3685334	24.80229503	24.53967906	24.99477298	24.60630902	24.99477298	24.90174157	24.80229503	24.04879757	24.32105547	24.99477298	25.3685334	25.11896942	24.41367331	24.80229503	24.99477298	24.80229503	23.44420494	24.90174157	24.53967906	24.99477298	24.66999709	24.47805142	24.66999709	24.41367331	24.60630902	25.49215594	24.23990825	24.80229503	24.99477298	24.99477298	24.53967906	23.92186173	24.66999709	24.73766202	24.90174157	24.90174157	24.90174157	24.17631029	24.36810749	24.66999709	24.53967906	24.66999709	24.99477298	24.73766202	24.99477298	24.80229503	24.99477298	24.73766202	24.66999709	24.99477298	25.49215594	24.99477298	24.90174157	25.11896942	24.99477298	25.23331653	25.49215594	24.99477298	24.99477298	25.11896942	24.90174157	24.73766202	24.90174157	24.99477298	24.47805142	24.80229503	24.73766202	24.80229503	24.99477298	24.73766202	25.23331653	24.80229503	25.23331653	24.99477298	24.66999709	24.80229503	24.53967906	25.23331653	25.23331653	24.28105232	24.80229503	24.99477298	24.99477298	24.80229503	24.80229503
P01024	24.66999709	24.41367331	24.47805142	24.80229503	24.53967906	24.28105232	24.41367331	24.28105232	24.66999709	24.41367331	24.41367331	24.60630902	24.66999709	24.36810749	24.73766202	24.60630902	24.66999709	24.23990825	24.80229503	24.66999709	24.41367331	24.66999709	24.23990825	24.66999709	24.80229503	24.17631029	24.73766202	24.66999709	24.28105232	24.36810749	24.32105547	24.80229503	24.17631029	24.73766202	24.60630902	24.41367331	24.53967906	25.11896942	24.66999709	24.32105547	24.10977894	24.32105547	24.80229503	24.80229503	24.04879757	24.28105232	23.92186173	24.66999709	24.36810749	24.60630902	24.53967906	24.17631029	24.10977894	24.80229503	25.49215594	24.53967906	24.10977894	24.28105232	24.80229503	23.85569735	24.36810749	24.80229503	24.66999709	24.47805142	24.53967906	24.32105547	24.36810749	23.85569735	24.73766202	24.60630902	25.23331653	24.36810749	24.60630902	24.28105232	24.53967906	24.60630902	24.41367331	24.47805142	24.99477298	24.53967906	24.10977894	24.53967906	24.53967906	25.23331653	25.23331653	24.41367331	24.66999709	24.47805142	24.99477298	24.53967906	24.90174157	24.53967906	24.23990825	24.47805142	24.47805142	24.28105232	24.17631029	24.10977894	24.53967906	24.23990825	24.60630902	24.66999709	24.23990825	24.17631029	24.04879757	24.90174157	24.73766202	24.28105232	24.60630902	24.41367331	24.32105547	24.53967906	24.80229503	24.28105232	24.36810749	24.80229503	25.23331653	24.60630902	24.36810749	24.28105232	24.53967906	24.53967906	24.32105547	24.32105547	24.53967906	24.47805142	24.53967906	25.23331653	24.53967906	24.80229503	24.28105232	24.53967906	24.73766202	24.41367331	24.60630902	24.32105547	24.28105232	24.80229503	24.28105232	24.80229503	24.47805142	24.53967906	24.80229503	24.53967906	24.41367331	24.99477298	24.60630902	24.66999709	24.66999709	24.66999709	24.53967906
P01031	19.95389945	20.43179241	20.20235344	19.83903767	20.11354252	19.98558626	20.20235344	20.0258614	20.0258614	20.60646576	20.20235344	20.06647947	20.0258614	19.57999352	20.56316554	19.83903767	19.76718872	20.15745796	20.20235344	20.25368593	19.98558626	19.73333315	19.76718872	20.25368593	19.73333315	20.34291888	19.91245082	19.49128748	19.95389945	20.56316554	19.91245082	20.11354252	19.79899223	19.95389945	19.95389945	20.11354252	20.20235344	20.34291888	19.87519889	20.34291888	19.91245082	20.15745796	20.20235344	20.11354252	19.87519889	19.91245082	20.06647947	20.25368593	20.15745796	19.95389945	20.38472368	20.0258614	19.73333315	20.25368593	20.15745796	20.38472368	19.73333315	20.06647947	20.0258614	19.52142024	20.15745796	20.20235344	20.38472368	20.20235344	20.06647947	19.42826202	19.91245082	20.25368593	20.43179241	19.95389945	20.25368593	19.98558626	20.06647947	20.11354252	20.20235344	19.98558626	20.20235344	20.15745796	20.30128965	20.06647947	19.52142024	20.56316554	20.11354252	20.51932527	20.34291888	19.73333315	20.43179241	20.0258614	20.20235344	19.83903767	19.98558626	20.11354252	20.20235344	20.0258614	20.15745796	20.25368593	19.98558626	19.76718872	20.06647947	20.06647947	20.25368593	20.0258614	19.87519889	19.91245082	19.91245082	20.0258614	19.73333315	19.46252224	20.56316554	20.20235344	19.98558626	20.11354252	20.43179241	20.0258614	19.87519889	20.34291888	20.30128965	19.70037537	20.0258614	20.15745796	20.15745796	20.38472368	20.51932527	20.06647947	19.98558626	20.25368593	19.91245082	20.20235344	20.11354252	20.43179241	19.91245082	20.43179241	19.98558626	20.11354252	20.20235344	20.0258614	20.25368593	19.98558626	20.25368593	20.4698286	20.34291888	20.15745796	20.06647947	20.20235344	20.15745796	19.95389945	20.0258614	19.91245082	20.11354252	20.06647947	20.11354252
P01042	21.20343464	21.27339951	21.22835251	21.46365208	21.14785952	20.82683086	21.09705093	21.20343464	21.34655377	21.36394383	21.38112625	21.32035105	21.84026967	21.09705093	21.44339787	21.07557838	21.57737719	21.27339951	22.05406272	21.38112625	21.48302306	21.46365208	21.57737719	21.53816714	21.62429615	21.05378141	21.50213691	21.20343464	21.29366304	21.27339951	21.09705093	21.60102762	21.09705093	21.20343464	20.86500448	21.00912606	21.12267889	22.0784108	21.75280774	21.29366304	21.29366304	21.38112625	20.93702677	21.17591436	20.4698286	21.20343464	20.98493296	21.34655377	21.20343464	21.05378141	21.36394383	21.38112625	21.57737719	21.40214188	21.60102762	21.48302306	21.29366304	21.27339951	21.53816714	21.05378141	21.14785952	21.84026967	21.42285525	21.38112625	21.57737719	21.42285525	21.55790537	20.91334306	21.79718377	21.09705093	21.29366304	21.34655377	21.12267889	21.25284731	21.09705093	21.38112625	21.22835251	21.27339951	21.66975359	21.50213691	21.79718377	20.65218326	21.66975359	21.75280774	21.34655377	21.34655377	21.44339787	21.38112625	21.29366304	21.84026967	21.88836534	21.53816714	21.14785952	21.48302306	21.36394383	21.53816714	21.53816714	21.46365208	21.50213691	21.0316265	21.40214188	21.44339787	21.14785952	21.48302306	20.96032724	21.64720368	21.25284731	21.32035105	21.09705093	21.0316265	21.66975359	21.12267889	21.36394383	20.4698286	21.60102762	21.29366304	21.46365208	21.42285525	21.17591436	21.29366304	21.27339951	21.84026967	21.05378141	21.20343464	21.22835251	21.27339951	21.20343464	21.46365208	21.40214188	21.32035105	21.07557838	21.34655377	21.52026474	21.34655377	21.20343464	21.20343464	21.29366304	21.20343464	21.29366304	21.38112625	21.29366304	21.32035105	21.46365208	21.44339787	21.34655377	21.66975359	21.46365208	21.53816714	21.34655377	21.44339787	21.25284731
P01344	15.88990793	16.17352099	15.73269742	16.72733552	15.81338039	16.32374089	16.53994636	15.96648292	15.85525783	16.08953324	16.13627023	15.96648292	15.46668192	15.65012616	16.08953324	16.20861541	16.65329295	16.46492858	17.00787043	16.24497697	14.72013736	16.24497697	16.20861541	16.24497697	16.42693627	16.04511972	16.89097671	15.65012616	15.30620413	16.20861541	15.65012616	16.04511972	15.65012616	16.04511972	15.81338039	16.72733552	16.24497697	16.20861541	16.32374089	16.283848	15.73269742	16.24497697	15.73269742	15.65012616	15.10115498	16.04511972	15.5609597	16.3563488	16.04511972	15.73269742	15.30620413	16.08953324	16.39063921	15.88990793	16.20861541	16.17352099	15.88990793	15.92835644	14.99722359	15.92835644	15.92835644	16.08953324	15.85525783	16.24497697	15.46668192	16.283848	16.04511972	15.77344832	15.65012616	15.81338039	16.17352099	15.77344832	16.13627023	15.73269742	16.08953324	16.42693627	16.13627023	15.65012616	16.24497697	16.04511972	16.08953324	15.30620413	15.46668192	16.24497697	16.283848	16.46492858	16.04511972	16.72733552	16.42693627	15.60796598	16.42693627	16.39063921	15.85525783	16.04511972	16.04511972	16.32374089	16.50183718	16.17352099	16.53994636	16.17352099	16.08953324	16.20861541	15.81338039	15.51307987	16.04511972	16.3563488	15.88990793	16.61649141	16.04511972	15.73269742	16.42693627	16.0046155	14.99722359	15.85525783	16.04511972	16.17352099	16.283848	15.65012616	15.85525783	15.65012616	15.92835644	16.04511972	15.60796598	16.13627023	16.0046155	15.69193431	15.34519731	15.77344832	15.65012616	16.08953324	15.81338039	15.81338039	16.77034127	15.81338039	16.20861541	16.08953324	15.81338039	16.46492858	15.88990793	16.04511972	15.88990793	15.88990793	16.65329295	16.0046155	15.88990793	15.85525783	16.0046155	16.24497697	16.04511972	16.04511972	15.92835644
P01591	21.20343464	21.27339951	21.14785952	21.36394383	21.27339951	22.05406272	21.17591436	21.20343464	21.22835251	19.70037537	21.05378141	21.44339787	22.12673535	21.38112625	20.77996056	21.32035105	21.07557838	21.27339951	20.25368593	20.77996056	21.20343464	20.93702677	20.56316554	20.82683086	21.27339951	20.91334306	21.60102762	21.0316265	20.43179241	21.91501826	20.91334306	21.88836534	21.34655377	20.56316554	21.22835251	21.77516657	19.55272538	19.87519889	20.77996056	20.60646576	21.14785952	21.38112625	21.12267889	21.00912606	21.32035105	21.42285525	21.27339951	19.98558626	21.50213691	21.53816714	20.91334306	21.64720368	20.82683086	21.05378141	20.73985064	21.81888756	22.0784108	21.69216553	22.56753186	21.77516657	20.77996056	21.44339787	20.86500448	21.25284731	20.38472368	20.51932527	21.09705093	21.27339951	20.86500448	21.81888756	20.77996056	21.25284731	20.73985064	21.96714216	22.51717581	19.91245082	20.98493296	21.20343464	21.12267889	21.05378141	22.51717581	21.07557838	20.82683086	20.73985064	20.51932527	20.60646576	20.77996056	21.38112625	21.48302306	21.66975359	20.82683086	20.84604354	21.32035105	20.38472368	20.98493296	20.4698286	22.46932111	21.38112625	19.95389945	22.12673535	20.73985064	20.60646576	21.88836534	21.81888756	21.20343464	20.51932527	20.43179241	21.50213691	21.40214188	21.52026474	20.98493296	20.96032724	20.77996056	21.17591436	21.36394383	21.20343464	20.15745796	21.00912606	21.17591436	20.93702677	21.00912606	21.12267889	21.32035105	21.0316265	20.96032724	20.93702677	21.05378141	20.91334306	21.07557838	21.12267889	20.69473025	20.96032724	21.52026474	21.34655377	21.20343464	21.0316265	21.00912606	21.36394383	21.05378141	21.20343464	21.00912606	21.05378141	20.77996056	21.0316265	21.0316265	20.43179241	21.17591436	21.20343464	21.14785952	21.12267889	21.0316265
P01593;P01594	21.38112625	20.15745796	22.20385399	20.43179241	21.52026474	21.38112625	21.91501826	21.62429615	20.65218326	21.25284731	20.69473025	21.07557838	21.40214188	22.93394471	22.3244712	21.55790537	20.73985064	21.91501826	20.73985064	20.86500448	21.48302306	20.77996056	21.91501826	19.83903767	22.05406272	19.49128748	20.77996056	19.98558626	21.42285525	19.23941906	22.15071075	20.96032724	19.61008043	21.96714216	21.44339787	19.98558626	20.69473025	20.86500448	21.46365208	19.91245082	21.14785952	20.51932527	20.30128965	21.40214188	20.84604354	20.84604354	20.73985064	20.34291888	21.36394383	21.7142342	19.52142024	20.30128965	21.17591436	20.86500448	20.93702677	20.60646576	22.22491875	20.77996056	20.73985064	21.22835251	21.38112625	20.11354252	21.75280774	20.73985064	21.91501826	21.00912606	20.86500448	21.07557838	21.20343464	21.40214188	21.42285525	21.14785952	20.91334306	21.46365208	21.27339951	21.38112625	21.12267889	21.09705093	21.53816714	20.43179241	21.62429615	20.20235344	20.73985064	20.4698286	20.91334306	20.56316554	20.30128965	20.91334306	21.7142342	19.70037537	21.69216553	20.96032724	20.88937622	21.00912606	20.91334306	20.77996056	19.95389945	21.75280774	20.20235344	20.51932527	21.00912606	21.27339951	21.07557838	19.20774122	21.46365208	20.43179241	21.73365009	20.86500448	21.09705093	21.32035105	20.06647947	20.82683086	20.65218326	20.69473025	21.60102762	19.87519889	19.55272538	19.73333315	21.7142342	21.09705093	21.00912606	19.63615905	21.32035105	19.79899223	19.57999352	21.07557838	21.34655377	22.12673535	21.40214188	19.67102096	21.40214188	19.87519889	20.91334306	21.20343464	21.91501826	21.44339787	21.20343464	20.43179241	21.20343464	19.70037537	19.76718872	21.20343464	21.0316265	21.29366304	21.7142342	21.57737719	21.29366304	20.4698286	20.82683086	20.60646576	21.25284731
